Description,Brand,ABC,annual_demand,unit_cost,EOQ,orders_per_year,avg_lead_days,safety_stock,reorder_point,total_inv_cost
Three Olives Espresso Vodka,77,A,908,10.39,209,4.3,7.292161520190024,65,83,434.38
Kendall Jackson RSV Svgn Bl,6575,A,908,5.84,279,3.3,7.327252625760089,79,97,325.66
Yellow Tail Merlot Ausl,36771,A,908,5.97,276,3.3,7.759075907590759,133,152,329.26
Goldschlager Cinnamon Schnps,5392,A,907,13.63,182,5.0,7.457142857142857,65,84,497.24
Blackstone Merlot Cal,26092,A,906,4.79,308,2.9,7.8601756954612005,86,106,294.61
Brancott Svgn Bl Marlboro,32749,A,905,5.26,293,3.1,7.669616519174041,49,68,308.55
Myers Original Dark Rum,8506,A,904,21.42,145,6.2,7.479937467430954,82,101,622.31
C K Mondavi Cab Svgn,11488,A,903,7.53,245,3.7,7.280176211453744,73,91,368.77
Basil Hayden Bourbon,1345,A,900,28.45,126,7.1,7.477142857142857,85,103,715.61
Kraken Black Spiced Rum,4174,A,896,21.59,144,6.2,7.269328802039082,81,99,622.01
Zhenka Pink Lemonade Vodka,3041,A,895,5.83,277,3.2,7.638027452974073,93,112,323.04
Villa Cornaro Prosecco Del,33582,A,888,6.46,262,3.4,7.642095914742451,99,118,338.72
Cannonball Cab Svgn Cal,10239,A,887,9.08,221,4.0,7.918918918918919,94,113,401.35
Capt Morgan Cannon Blast,4734,A,886,11.9,193,4.6,7.644137931034483,71,90,459.2
Svedka Mango Pineapple Vodka,3150,A,885,8.65,226,3.9,7.65288035450517,74,93,391.29
Old Grand Dad,1415,A,883,10.39,206,4.3,7.560640732265446,69,87,428.35
Layer Cake Malbec Mendoza,10236,A,882,7.81,238,3.7,7.6380952380952385,95,113,371.17
Redwood Creek Chard Cal,35666,A,880,6.12,268,3.3,7.653308480894688,73,91,328.2
Calico Jack Coconut Rum,4194,A,877,9.48,215,4.1,7.501176470588235,65,83,407.77
Chambord Royale de France,8526,A,877,20.43,147,6.0,7.492307692307692,62,80,598.62
Lincourt Lindsays Pnt Nr,19494,A,876,10.13,208,4.2,8.248275862068965,83,103,421.28
Black Velvet Reserve,2690,A,871,7.35,243,3.6,7.8577981651376145,53,72,357.82
Pinnacle Tropical Punch,3158,A,869,12.77,184,4.7,7.611612903225806,68,86,471.11
Bacardi Twin Pack 2/750mls,4881,A,867,14.81,171,5.1,7.975,102,121,506.76
Jose Cuervo Especial,415,A,866,13.04,182,4.8,7.158536585365853,67,84,475.24
Marques de Caceres Rioja Re,7302,A,866,6.42,260,3.3,7.685161290322581,81,99,333.46
Smirnoff Green Apple Vodka,3877,A,865,8.65,224,3.9,7.583216783216783,73,91,386.84
Dr McGillicuddy's Apple Pie,5170,A,863,9.99,208,4.1,7.638504155124654,75,93,415.24
MacMurray Ranch C Cst Pnt Nr,44511,A,863,9.49,213,4.1,7.788903924221922,116,134,404.72
Castello Del Poggio Moscato,523,A,862,7.09,247,3.5,7.734782608695652,77,95,349.62
Dr McGillicuddy's Butterscth,5060,A,858,9.35,214,4.0,7.607387140902873,75,93,400.56
Apothic Winemakers White,16806,A,858,5.3,285,3.0,7.269419862340216,85,102,301.58
F Coppola Diamond Pnt Nr,39384,A,856,8.96,219,3.9,7.392156862745098,44,61,391.66
Ghost Pine Cab Svgn LMartini,46379,A,854,9.39,213,4.0,7.370064279155188,76,93,400.48
Seagrams 7 Crown,1886,A,851,7.96,231,3.7,7.510155316606929,61,79,368.08
Schug Pnt Nr Carneros,18950,A,849,12.32,186,4.6,8.440944881889763,80,100,457.38
Corbett Canyon Chard,37731,A,849,6.7,252,3.4,7.645179063360882,50,68,337.29
Spellbound Cab Svgn Cal,46021,A,849,6.61,253,3.4,8.274736842105263,71,90,335.02
New Amsterdam Peach Vodka,3154,A,848,7.8,233,3.6,7.504573170731708,78,95,363.71
Ezra Brooks,8693,A,848,7.14,244,3.5,7.503807106598985,64,81,347.99
DeKuyper Sour Apple Pucker,5725,A,847,7.4,239,3.5,7.502976190476191,68,85,354.06
Principato Pnt Gr Sicilia,38131,A,846,6.84,249,3.4,7.462809917355372,75,92,340.2
Black Box Cab Svgn,40096,A,846,10.52,201,4.2,7.763659877141934,71,89,421.9
Black Velvet Toasted Caramel,2105,A,844,7.87,232,3.6,7.84006734006734,60,78,364.48
Rebel The Show Cab Svgn,45503,A,840,6.8,249,3.4,7.03972602739726,78,94,337.99
Calico Jack Silver Rum,4201,A,837,9.55,209,4.0,7.400933955970647,73,90,399.83
Jacquin Ginger Brandy,4945,A,837,7.47,237,3.5,7.461146496815287,55,72,353.62
Frangelico Hazelnut Liqueur,8462,A,837,15.82,163,5.1,7.361519607843137,68,85,514.61
A to Z Pnt Nr Ore,41213,A,836,12.07,186,4.5,8.486368593238822,60,79,449.23
Sambuca Romana,8620,A,834,8.75,218,3.8,7.55978835978836,63,80,382.03
Franciscan Cab Svgn Napa,24455,A,832,11.71,188,4.4,7.692793931731985,103,121,441.42
Mr Boston Apricot Brandy,4783,A,827,8.88,216,3.8,7.48711943793911,69,86,383.24
